file_name,transcription
train\031115_106\031115_106.wav,clean up clean up everybody do your share
train\031115_107\031115_107.wav,clean up clean up everybody do your share
train\031115_108\031115_108.wav,and icecream
train\031115_109\031115_109.wav,and strawberries
train\031115_11\031115_11.wav,bike
train\031115_110\031115_110.wav,and pizza me like pizza
train\031115_111\031115_111.wav,okay yeah
train\031115_112\031115_112.wav,icecream game
train\031115_113\031115_113.wav,but me dont know how
train\031115_114\031115_114.wav,strawberry
train\031115_115\031115_115.wav,yyy yyy icecream
train\031115_116\031115_116.wav,a icecream
train\031115_117\031115_117.wav,a big icecream
train\031115_118\031115_118.wav,cream
train\031115_119\031115_119.wav,icecream
train\031115_12\031115_12.wav,a bike
train\031115_120\031115_120.wav,i want some
train\031115_121\031115_121.wav,some
train\031115_122\031115_122.wav,some
train\031115_123\031115_123.wav,want some
train\031115_124\031115_124.wav,some
train\031115_125\031115_125.wav,want some
train\031115_126\031115_126.wav,i want some
train\031115_127\031115_127.wav,i want some
train\031115_128\031115_128.wav,bananas
train\031115_129\031115_129.wav,bananas to monkeys
train\031115_13\031115_13.wav,a small one
train\031115_130\031115_130.wav,nana
train\031115_131\031115_131.wav,banana
train\031115_132\031115_132.wav,candy
train\031115_133\031115_133.wav,chocolate
train\031115_134\031115_134.wav,whipped cream
train\031115_135\031115_135.wav,whipped cream
train\031115_136\031115_136.wav,nut
train\031115_137\031115_137.wav,coconut
train\031115_138\031115_138.wav,marshmallows
train\031115_139\031115_139.wav,i like marshmallows
train\031115_14\031115_14.wav,yyy
train\031115_140\031115_140.wav,what is this
train\031115_141\031115_141.wav,sprinkles
train\031115_142\031115_142.wav,strawberry
train\031115_143\031115_143.wav,nut
train\031115_144\031115_144.wav,peanut
train\031115_145\031115_145.wav,pineapple mm
train\031115_146\031115_146.wav,apple
train\031115_147\031115_147.wav,apple
train\031115_148\031115_148.wav,pineapple
train\031115_149\031115_149.wav,pineapple
train\031115_15\031115_15.wav,and me cant reach pedals
train\031115_150\031115_150.wav,bananas
train\031115_151\031115_151.wav,banana
train\031115_152\031115_152.wav,want some
train\031115_153\031115_153.wav,want some
train\031115_154\031115_154.wav,some
train\031115_155\031115_155.wav,want some
train\031115_156\031115_156.wav,want
train\031115_157\031115_157.wav,want
train\031115_158\031115_158.wav,want
train\031115_159\031115_159.wav,marshmallows
train\031115_16\031115_16.wav,now me can reach the pedals now
train\031115_160\031115_160.wav,want some
train\031115_161\031115_161.wav,want
train\031115_162\031115_162.wav,want
train\031115_163\031115_163.wav,want
train\031115_164\031115_164.wav,want some candy
train\031115_165\031115_165.wav,no me dont like that
train\031115_166\031115_166.wav,dont want
train\031115_167\031115_167.wav,want
train\031115_168\031115_168.wav,a whipped cream
train\031115_169\031115_169.wav,i do now
train\031115_17\031115_17.wav,first me cant now me can
train\031115_170\031115_170.wav,whipped cream
train\031115_171\031115_171.wav,want some
train\031115_172\031115_172.wav,oh no nuts  me dont like nuts
train\031115_173\031115_173.wav,a coconut
train\031115_174\031115_174.wav,i dont like coconuts
train\031115_175\031115_175.wav,dont want
train\031115_176\031115_176.wav,want
train\031115_177\031115_177.wav,want want
train\031115_178\031115_178.wav,want some
train\031115_179\031115_179.wav,want want want
train\031115_18\031115_18.wav,because first me is small and me cant reach a pedals
train\031115_180\031115_180.wav,me cant get this
train\031115_181\031115_181.wav,want
train\031115_182\031115_182.wav,some
train\031115_183\031115_183.wav,some
train\031115_184\031115_184.wav,want
train\031115_185\031115_185.wav,some
train\031115_186\031115_186.wav,want
train\031115_187\031115_187.wav,want some
train\031115_188\031115_188.wav,want some sprinkles
train\031115_189\031115_189.wav,the bottom
train\031115_19\031115_19.wav,now me is big and me can reach the pedals
train\031115_190\031115_190.wav,bottom
train\031115_191\031115_191.wav,apple apple
train\031115_192\031115_192.wav,apple
train\031115_193\031115_193.wav,apple
train\031115_194\031115_194.wav,some
train\031115_195\031115_195.wav,want some
train\031115_196\031115_196.wav,want want want
train\031115_197\031115_197.wav,want some
train\031115_198\031115_198.wav,oh no yyy dont yyy this
train\031115_199\031115_199.wav,i dont know
train\031115_2\031115_2.wav,ma
train\031115_20\031115_20.wav,pedals
train\031115_200\031115_200.wav,yyy yyy yyy yyy yyy
train\031115_201\031115_201.wav,top
train\031115_202\031115_202.wav,dont want some
train\031115_203\031115_203.wav,want want want want
train\031115_204\031115_204.wav,i dont know what is that
train\031115_205\031115_205.wav,loop
train\031115_206\031115_206.wav,yyy yyy yyy yyy
train\031115_207\031115_207.wav,yyy cheerios
train\031115_208\031115_208.wav,i like candy
train\031115_209\031115_209.wav,this is dexc this is bexc
train\031115_21\031115_21.wav,pedals
train\031115_210\031115_210.wav,yyy yyy  yyy yyy yyy yyy
train\031115_211\031115_211.wav,yyy  yyy yyy yyy yyy yyy
train\031115_212\031115_212.wav,two cats
train\031115_213\031115_213.wav,one two one two cats
train\031115_214\031115_214.wav,yyy when us at yyy house yyy yyy yyy yyy two cats
train\031115_215\031115_215.wav,at yyy house
train\031115_216\031115_216.wav,us has that yyy yyy
train\031115_217\031115_217.wav,yyy us has that right mom
train\031115_218\031115_218.wav,yyy yyy yyy
train\031115_219\031115_219.wav,because yyy all done
train\031115_22\031115_22.wav,pedals
train\031115_220\031115_220.wav,a icecream
train\031115_23\031115_23.wav,yyy yyy hungry
train\031115_24\031115_24.wav,bee me ma baa me
train\031115_25\031115_25.wav,im gonna help
train\031115_26\031115_26.wav,me bee me me baa moo ma
train\031115_27\031115_27.wav,boo moo boo baa ma
train\031115_28\031115_28.wav,ma ma
train\031115_29\031115_29.wav,yyy yyy yyy yyy yyy
train\031115_3\031115_3.wav,moo
train\031115_30\031115_30.wav,bee ma m baa bee moo
train\031115_31\031115_31.wav,pedals
train\031115_32\031115_32.wav,pedals
train\031115_33\031115_33.wav,at my school
train\031115_34\031115_34.wav,no not  not with nancy
train\031115_35\031115_35.wav,just at my real school
train\031115_36\031115_36.wav,how about this
train\031115_37\031115_37.wav,how bout first the strawberries
train\031115_38\031115_38.wav,how bout all the strawberries
train\031115_39\031115_39.wav,first the strawberries
train\031115_4\031115_4.wav,moo me ma moo me
train\031115_40\031115_40.wav,strawberry
train\031115_41\031115_41.wav,yeah
train\031115_42\031115_42.wav,sock
train\031115_43\031115_43.wav,sock
train\031115_44\031115_44.wav,sock
train\031115_45\031115_45.wav,yyy strawberry
train\031115_46\031115_46.wav,i like strawberries
train\031115_47\031115_47.wav,because yyy
train\031115_48\031115_48.wav,sun
train\031115_49\031115_49.wav,sun
train\031115_5\031115_5.wav,moo me ma moo me
train\031115_50\031115_50.wav,sun
train\031115_51\031115_51.wav,i dont know
train\031115_52\031115_52.wav,seat
train\031115_53\031115_53.wav,sit yyy
train\031115_54\031115_54.wav,sit
train\031115_55\031115_55.wav,salt
train\031115_56\031115_56.wav,salt
train\031115_57\031115_57.wav,yyy
train\031115_58\031115_58.wav,one two three four five six
train\031115_59\031115_59.wav,saw
train\031115_6\031115_6.wav,mom i thirsty
train\031115_60\031115_60.wav,six
train\031115_61\031115_61.wav,xxx six
train\031115_62\031115_62.wav,xxx
train\031115_63\031115_63.wav,sister
train\031115_64\031115_64.wav,sister
train\031115_65\031115_65.wav,sister
train\031115_66\031115_66.wav,sister
train\031115_67\031115_67.wav,soap
train\031115_68\031115_68.wav,soap
train\031115_69\031115_69.wav,soap
train\031115_7\031115_7.wav,hot
train\031115_70\031115_70.wav,soap
train\031115_71\031115_71.wav,soap
train\031115_72\031115_72.wav,soap
train\031115_73\031115_73.wav,a sailboat
train\031115_74\031115_74.wav,sail
train\031115_75\031115_75.wav,sail
train\031115_76\031115_76.wav,sick
train\031115_77\031115_77.wav,sick
train\031115_78\031115_78.wav,seed
train\031115_79\031115_79.wav,seed
train\031115_8\031115_8.wav,what are these
train\031115_80\031115_80.wav,seed
train\031115_81\031115_81.wav,no me yyy yyy yyy at my church
train\031115_82\031115_82.wav,no us watered it too much
train\031115_83\031115_83.wav,mom did
train\031115_84\031115_84.wav,seed
train\031115_85\031115_85.wav,seed
train\031115_86\031115_86.wav,sewing
train\031115_87\031115_87.wav,fish
train\031115_88\031115_88.wav,fish
train\031115_89\031115_89.wav,sew
train\031115_9\031115_9.wav,this boring
train\031115_90\031115_90.wav,seal
train\031115_91\031115_91.wav,seal
train\031115_92\031115_92.wav,suit
train\031115_93\031115_93.wav,one two three four five six
train\031115_94\031115_94.wav,yyy yyy yyy yyy yyy yyy yyy yyy yyy yyy
train\031115_95\031115_95.wav,cl
train\031115_96\031115_96.wav,cl
train\031115_97\031115_97.wav,yyy
train\031115_98\031115_98.wav,sad
train\031115_99\031115_99.wav,sad
train\031118_1\031118_1.wav,is this strawberry
train\031118_10\031118_10.wav,want some
train\031118_100\031118_100.wav,sibblec
train\031118_101\031118_101.wav,okay
train\031118_102\031118_102.wav,the sibblesc
train\031118_103\031118_103.wav,a tiger
train\031118_104\031118_104.wav,look at this
train\031118_105\031118_105.wav,a sibblec
train\031118_106\031118_106.wav,sibblec
train\031118_107\031118_107.wav,a mommy
train\031118_108\031118_108.wav,his mommy
train\031118_109\031118_109.wav,hi mommy
train\031118_11\031118_11.wav,some
train\031118_110\031118_110.wav,are you a sibblec
train\031118_111\031118_111.wav,cat
train\031118_112\031118_112.wav,cat
train\031118_113\031118_113.wav,are you a sibblec
train\031118_114\031118_114.wav,sibblec
train\031118_115\031118_115.wav,pig
train\031118_116\031118_116.wav,a pig
train\031118_117\031118_117.wav,a pig
train\031118_118\031118_118.wav,are you a sibblec
train\031118_119\031118_119.wav,sibblec
train\031118_12\031118_12.wav,want some
train\031118_120\031118_120.wav,duck
train\031118_121\031118_121.wav,you a sibblec
train\031118_122\031118_122.wav,a sibblec
train\031118_123\031118_123.wav,dog
train\031118_124\031118_124.wav,yyy
train\031118_125\031118_125.wav,yyy
train\031118_126\031118_126.wav,are you a sibblec
train\031118_127\031118_127.wav,a sibblec
train\031118_128\031118_128.wav,dog
train\031118_129\031118_129.wav,dog
train\031118_13\031118_13.wav,then we all done
train\031118_130\031118_130.wav,are you a sibblec
train\031118_131\031118_131.wav,sibblec
train\031118_132\031118_132.wav,tiger
train\031118_133\031118_133.wav,a tiger
train\031118_134\031118_134.wav,you a sibblec
train\031118_135\031118_135.wav,yay mommy
train\031118_136\031118_136.wav,the sibblesc
train\031118_137\031118_137.wav,i like the tiger and the sibblesc
train\031118_138\031118_138.wav,yyy sibblesc
train\031118_139\031118_139.wav,yyy
train\031118_14\031118_14.wav,icecream all done
train\031118_140\031118_140.wav,a seal
train\031118_141\031118_141.wav,a boat
train\031118_142\031118_142.wav,boat
train\031118_143\031118_143.wav,a sail
train\031118_144\031118_144.wav,sail
train\031118_145\031118_145.wav,boring
train\031118_146\031118_146.wav,boring
train\031118_147\031118_147.wav,shoes
train\031118_148\031118_148.wav,shoes
train\031118_149\031118_149.wav,shoes
train\031118_15\031118_15.wav,yyy yyy yyy yyy yyy
train\031118_150\031118_150.wav,i want the animals
train\031118_151\031118_151.wav,a tiger
train\031118_152\031118_152.wav,tiger
train\031118_153\031118_153.wav,shoes
train\031118_154\031118_154.wav,yyy
train\031118_155\031118_155.wav,shoes
train\031118_156\031118_156.wav,im gonna eat the shoes
train\031118_157\031118_157.wav,sheep
train\031118_158\031118_158.wav,socks
train\031118_159\031118_159.wav,sock
train\031118_16\031118_16.wav,yyy yyy yyy yyy yyy
train\031118_160\031118_160.wav,press button
train\031118_161\031118_161.wav,shoe
train\031118_162\031118_162.wav,me dont like that picture
train\031118_163\031118_163.wav,you have go back down the floor
train\031118_164\031118_164.wav,sit
train\031118_165\031118_165.wav,sit
train\031118_166\031118_166.wav,c
train\031118_167\031118_167.wav,c
train\031118_168\031118_168.wav,a sock
train\031118_169\031118_169.wav,sock
train\031118_17\031118_17.wav,yyy
train\031118_170\031118_170.wav,a suit
train\031118_171\031118_171.wav,suit
train\031118_172\031118_172.wav,suits
train\031118_173\031118_173.wav,suits
train\031118_174\031118_174.wav,its three persons
train\031118_175\031118_175.wav,its three persons
train\031118_176\031118_176.wav,soup
train\031118_177\031118_177.wav,yyy yyy yyy the soup
train\031118_178\031118_178.wav,yyy
train\031118_179\031118_179.wav,yyy
train\031118_18\031118_18.wav,yyy
train\031118_180\031118_180.wav,yyy
train\031118_181\031118_181.wav,soup
train\031118_182\031118_182.wav,star
train\031118_183\031118_183.wav,circle
train\031118_184\031118_184.wav,square
train\031118_185\031118_185.wav,triangle
train\031118_186\031118_186.wav,triangle
train\031118_187\031118_187.wav,shapes
train\031118_188\031118_188.wav,shapes
train\031118_189\031118_189.wav,circle
train\031118_19\031118_19.wav,some
train\031118_190\031118_190.wav,circle
train\031118_191\031118_191.wav,seals
train\031118_192\031118_192.wav,shoes
train\031118_193\031118_193.wav,shoes
train\031118_194\031118_194.wav,shoes
train\031118_195\031118_195.wav,shoes
train\031118_196\031118_196.wav,yyy
train\031118_197\031118_197.wav,shoes
train\031118_198\031118_198.wav,shoes
train\031118_199\031118_199.wav,soap
train\031118_2\031118_2.wav,this one gonna be strawberry
train\031118_20\031118_20.wav,want some
train\031118_200\031118_200.wav,soap
train\031118_201\031118_201.wav,soap
train\031118_202\031118_202.wav,us all done
train\031118_203\031118_203.wav,soap
train\031118_204\031118_204.wav,soap
train\031118_205\031118_205.wav,soap
train\031118_206\031118_206.wav,sue
train\031118_207\031118_207.wav,sue
train\031118_208\031118_208.wav,sue
train\031118_209\031118_209.wav,sue
train\031118_21\031118_21.wav,want some
train\031118_210\031118_210.wav,sewing
train\031118_211\031118_211.wav,sew
train\031118_212\031118_212.wav,but it die
train\031118_213\031118_213.wav,mom did too much water
train\031118_214\031118_214.wav,yyy
train\031118_215\031118_215.wav,us have put it garbage
train\031118_216\031118_216.wav,seed
train\031118_217\031118_217.wav,seeds
train\031118_218\031118_218.wav,sun
train\031118_219\031118_219.wav,sun
train\031118_22\031118_22.wav,yyy
train\031118_220\031118_220.wav,sun
train\031118_221\031118_221.wav,two more
train\031118_222\031118_222.wav,a baby
train\031118_223\031118_223.wav,yyy
train\031118_224\031118_224.wav,want do this yyy
train\031118_225\031118_225.wav,how bout the new ones and these
train\031118_226\031118_226.wav,yyy hungry
train\031118_227\031118_227.wav,want eat
train\031118_228\031118_228.wav,i want eat snack now because hungry
train\031118_229\031118_229.wav,yyy
train\031118_23\031118_23.wav,pineapple
train\031118_230\031118_230.wav,whoa
train\031118_231\031118_231.wav,we
train\031118_232\031118_232.wav,wah wah whoa
train\031118_233\031118_233.wav,my turn do it all by myself
train\031118_234\031118_234.wav,i hungry
train\031118_235\031118_235.wav,me want eat right now
train\031118_236\031118_236.wav,because yyy hungry
train\031118_237\031118_237.wav,want eat now
train\031118_238\031118_238.wav,want eat now
train\031118_239\031118_239.wav,i want eat
train\031118_24\031118_24.wav,apple
train\031118_240\031118_240.wav,but im hungry
train\031118_241\031118_241.wav,i want to eat now
train\031118_242\031118_242.wav,cup
train\031118_243\031118_243.wav,spoon
train\031118_244\031118_244.wav,cat
train\031118_245\031118_245.wav,cat
train\031118_246\031118_246.wav,puppy
train\031118_247\031118_247.wav,puppy
train\031118_248\031118_248.wav,a puppy
train\031118_249\031118_249.wav,plant
train\031118_25\031118_25.wav,apple
train\031118_250\031118_250.wav,yyy yyy cup and bowl
train\031118_251\031118_251.wav,and cat
train\031118_252\031118_252.wav,i see a yyy
train\031118_253\031118_253.wav,yyy
train\031118_254\031118_254.wav,block
train\031118_255\031118_255.wav,sock
train\031118_256\031118_256.wav,sock
train\031118_257\031118_257.wav,shoe
train\031118_258\031118_258.wav,me be all done because me just hungry
train\031118_259\031118_259.wav,me hungry
train\031118_26\031118_26.wav,pineapple
train\031118_260\031118_260.wav,me like it
train\031118_261\031118_261.wav,truck
train\031118_262\031118_262.wav,book
train\031118_263\031118_263.wav,yyy two books
train\031118_264\031118_264.wav,book
train\031118_265\031118_265.wav,block
train\031118_266\031118_266.wav,block
train\031118_267\031118_267.wav,block
train\031118_268\031118_268.wav,block
train\031118_269\031118_269.wav,block
train\031118_27\031118_27.wav,mm i like that
train\031118_270\031118_270.wav,truck
train\031118_271\031118_271.wav,truck
train\031118_272\031118_272.wav,duck
train\031118_273\031118_273.wav,a hat
train\031118_274\031118_274.wav,a hat
train\031118_275\031118_275.wav,hat
train\031118_276\031118_276.wav,i want more to eat
train\031118_277\031118_277.wav,hat
train\031118_278\031118_278.wav,hat
train\031118_279\031118_279.wav,a hat
train\031118_28\031118_28.wav,some
train\031118_280\031118_280.wav,a hat
train\031118_281\031118_281.wav,a shoe
train\031118_282\031118_282.wav,shoe
train\031118_283\031118_283.wav,shoe
train\031118_284\031118_284.wav,shoe
train\031118_285\031118_285.wav,shoe
train\031118_286\031118_286.wav,shoe
train\031118_287\031118_287.wav,shoe
train\031118_288\031118_288.wav,sock
train\031118_289\031118_289.wav,sock
train\031118_29\031118_29.wav,some
train\031118_290\031118_290.wav,sock
train\031118_291\031118_291.wav,sock
train\031118_292\031118_292.wav,sock
train\031118_293\031118_293.wav,sock
train\031118_294\031118_294.wav,sock
train\031118_295\031118_295.wav,sock
train\031118_296\031118_296.wav,sock
train\031118_297\031118_297.wav,sock
train\031118_298\031118_298.wav,sock
train\031118_299\031118_299.wav,sock
train\031118_3\031118_3.wav,yyy this one
train\031118_30\031118_30.wav,want some
train\031118_300\031118_300.wav,sock
train\031118_301\031118_301.wav,sock
train\031118_302\031118_302.wav,sock
train\031118_303\031118_303.wav,i have no idea
train\031118_304\031118_304.wav,a button
train\031118_305\031118_305.wav,it messy
train\031118_306\031118_306.wav,apple
train\031118_307\031118_307.wav,apple
train\031118_308\031118_308.wav,apple
train\031118_309\031118_309.wav,peach
train\031118_31\031118_31.wav,yyy
train\031118_310\031118_310.wav,peach
train\031118_311\031118_311.wav,banana
train\031118_312\031118_312.wav,banana
train\031118_313\031118_313.wav,banana
train\031118_314\031118_314.wav,block
train\031118_315\031118_315.wav,car
train\031118_316\031118_316.wav,hat
train\031118_317\031118_317.wav,book
train\031118_318\031118_318.wav,no thats another book
train\031118_319\031118_319.wav,pot
train\031118_32\031118_32.wav,i going to make yyy pineapple all by myself
train\031118_320\031118_320.wav,pot
train\031118_321\031118_321.wav,hat
train\031118_322\031118_322.wav,sock
train\031118_323\031118_323.wav,sock
train\031118_324\031118_324.wav,shoe
train\031118_325\031118_325.wav,shoe
train\031118_326\031118_326.wav,banana
train\031118_327\031118_327.wav,banana
train\031118_328\031118_328.wav,banana
train\031118_329\031118_329.wav,yyy now me tired
train\031118_33\031118_33.wav,yyy
train\031118_330\031118_330.wav,now me tired
train\031118_331\031118_331.wav,car
train\031118_332\031118_332.wav,tree
train\031118_333\031118_333.wav,trash
train\031118_334\031118_334.wav,trash
train\031118_335\031118_335.wav,bag
train\031118_336\031118_336.wav,bag
train\031118_337\031118_337.wav,bag
train\031118_338\031118_338.wav,bag
train\031118_339\031118_339.wav,bag
train\031118_34\031118_34.wav,yyy pineapple
train\031118_340\031118_340.wav,clock
train\031118_341\031118_341.wav,clock
train\031118_342\031118_342.wav,two clocks
train\031118_343\031118_343.wav,clock
train\031118_344\031118_344.wav,dog
train\031118_345\031118_345.wav,shoe
train\031118_346\031118_346.wav,shoe
train\031118_347\031118_347.wav,shoe
train\031118_348\031118_348.wav,shoe
train\031118_349\031118_349.wav,shoe
train\031118_35\031118_35.wav,okay
train\031118_350\031118_350.wav,shoe
train\031118_351\031118_351.wav,shoe
train\031118_352\031118_352.wav,shoe
train\031118_353\031118_353.wav,shoe
train\031118_354\031118_354.wav,shoe
train\031118_355\031118_355.wav,shoe
train\031118_356\031118_356.wav,shoe
train\031118_357\031118_357.wav,shoe
train\031118_358\031118_358.wav,shoe
train\031118_359\031118_359.wav,shoe
train\031118_36\031118_36.wav,some
train\031118_360\031118_360.wav,shoe
train\031118_361\031118_361.wav,shoe
train\031118_362\031118_362.wav,shoe
train\031118_363\031118_363.wav,shoe
train\031118_364\031118_364.wav,shoe
train\031118_365\031118_365.wav,shoe
train\031118_366\031118_366.wav,hat
train\031118_367\031118_367.wav,hat
train\031118_368\031118_368.wav,hat
train\031118_369\031118_369.wav,hat
train\031118_37\031118_37.wav,some
train\031118_370\031118_370.wav,bag
train\031118_371\031118_371.wav,hat
train\031118_372\031118_372.wav,hat
train\031118_373\031118_373.wav,hat
train\031118_374\031118_374.wav,dog
train\031118_375\031118_375.wav,bag
train\031118_376\031118_376.wav,can
train\031118_377\031118_377.wav,can
train\031118_378\031118_378.wav,want more to eat
train\031118_379\031118_379.wav,that why it taste delicious
train\031118_38\031118_38.wav,want some
train\031118_380\031118_380.wav,it delicious
train\031118_381\031118_381.wav,it delicious
train\031118_382\031118_382.wav,book
train\031118_383\031118_383.wav,book book book book
train\031118_384\031118_384.wav,book book book book
train\031118_385\031118_385.wav,book book
train\031118_386\031118_386.wav,book book
train\031118_387\031118_387.wav,shoe
train\031118_388\031118_388.wav,shoe
train\031118_389\031118_389.wav,shoe
train\031118_39\031118_39.wav,i has more
train\031118_390\031118_390.wav,shoe shoe
train\031118_391\031118_391.wav,shoe
train\031118_392\031118_392.wav,the dog
train\031118_393\031118_393.wav,dirt
train\031118_394\031118_394.wav,a big yyy is make a yyy
train\031118_395\031118_395.wav,no a tractor
train\031118_396\031118_396.wav,a baby
train\031118_397\031118_397.wav,a yyy
train\031118_398\031118_398.wav,yyy somebody yyy
train\031118_399\031118_399.wav,yyy yyy yyy
train\031118_4\031118_4.wav,this one
train\031118_40\031118_40.wav,yyy
train\031118_400\031118_400.wav,yyy yyy yyy yyy yyy
train\031118_401\031118_401.wav,yyy yyy yyy yyy yyy yyy yyy yyy yyy
train\031118_402\031118_402.wav,hat
train\031118_403\031118_403.wav,hat
train\031118_404\031118_404.wav,shoe
train\031118_405\031118_405.wav,there too much shoes in this picture
train\031118_406\031118_406.wav,i want more to eat
train\031118_407\031118_407.wav,seeds
train\031118_408\031118_408.wav,seeds
train\031118_409\031118_409.wav,i want more to eat
train\031118_41\031118_41.wav,big
train\031118_410\031118_410.wav,what is this
train\031118_411\031118_411.wav,its a fig bar
train\031118_412\031118_412.wav,i can eat it
train\031118_413\031118_413.wav,i gonna eat this
train\031118_414\031118_414.wav,apple
train\031118_415\031118_415.wav,apple
train\031118_416\031118_416.wav,rock
train\031118_417\031118_417.wav,rock
train\031118_418\031118_418.wav,rock
train\031118_42\031118_42.wav,big
train\031118_43\031118_43.wav,yyy orange  orange yyy
train\031118_44\031118_44.wav,yyy
train\031118_45\031118_45.wav,yyy
train\031118_46\031118_46.wav,some
train\031118_47\031118_47.wav,no because yyy
train\031118_48\031118_48.wav,actually a blue is
train\031118_49\031118_49.wav,the blue is
train\031118_5\031118_5.wav,yyy this one pink
train\031118_50\031118_50.wav,this blue this blue
train\031118_51\031118_51.wav,orange is a strawberry
train\031118_52\031118_52.wav,some
train\031118_53\031118_53.wav,some
train\031118_54\031118_54.wav,want some
train\031118_55\031118_55.wav,some
train\031118_56\031118_56.wav,want some
train\031118_57\031118_57.wav,yyy yyy done with this
train\031118_58\031118_58.wav,um yyy put it back
train\031118_59\031118_59.wav,i like this
train\031118_6\031118_6.wav,that why it strawberry
train\031118_60\031118_60.wav,all done
train\031118_61\031118_61.wav,yyy this in the trash
train\031118_62\031118_62.wav,me yyy a pushing part
train\031118_63\031118_63.wav,squish squish squish squish squish squish squish squish squish
train\031118_64\031118_64.wav,just little pieces
train\031118_65\031118_65.wav,a new story
train\031118_66\031118_66.wav,whats that
train\031118_67\031118_67.wav,yyy i just watch the the sibblec at school
train\031118_68\031118_68.wav,i just watch the sibblec at my school
train\031118_69\031118_69.wav,yyy
train\031118_7\031118_7.wav,this hold lots see
train\031118_70\031118_70.wav,sibblec
train\031118_71\031118_71.wav,sibblec
train\031118_72\031118_72.wav,i push this
train\031118_73\031118_73.wav,a duck
train\031118_74\031118_74.wav,cow
train\031118_75\031118_75.wav,moo
train\031118_76\031118_76.wav,no he is a dog
train\031118_77\031118_77.wav,a dog
train\031118_78\031118_78.wav,dog
train\031118_79\031118_79.wav,a dog
train\031118_8\031118_8.wav,lots
train\031118_80\031118_80.wav,yyy a garbage
train\031118_81\031118_81.wav,a garbage yyy
train\031118_82\031118_82.wav,sibblec
train\031118_83\031118_83.wav,me a cat
train\031118_84\031118_84.wav,yyy cat
train\031118_85\031118_85.wav,cat
train\031118_86\031118_86.wav,cat
train\031118_87\031118_87.wav,cat
train\031118_88\031118_88.wav,here comes somebody else
train\031118_89\031118_89.wav,a sibblec
train\031118_9\031118_9.wav,but this one yyy
train\031118_90\031118_90.wav,a snake
train\031118_91\031118_91.wav,snake
train\031118_92\031118_92.wav,snake
train\031118_93\031118_93.wav,no i am a pig
train\031118_94\031118_94.wav,pig
train\031118_95\031118_95.wav,a pig
train\031118_96\031118_96.wav,sibblec
train\031118_97\031118_97.wav,tiger
train\031118_98\031118_98.wav,in one bite
train\031118_99\031118_99.wav,the sibblec
train\031129_1\031129_1.wav,a hat
train\031129_10\031129_10.wav,because hers mean to me
train\031129_100\031129_100.wav,square
train\031129_101\031129_101.wav,shapes
train\031129_102\031129_102.wav,shapes
train\031129_103\031129_103.wav,i can push a yyy
train\031129_104\031129_104.wav,a ship
train\031129_105\031129_105.wav,soap
train\031129_106\031129_106.wav,soap
train\031129_107\031129_107.wav,sewing
train\031129_108\031129_108.wav,sew
train\031129_109\031129_109.wav,plant
train\031129_11\031129_11.wav,a witch
train\031129_110\031129_110.wav,but it die mom do it too much water
train\031129_111\031129_111.wav,seeds dirt
train\031129_112\031129_112.wav,seeds
train\031129_113\031129_113.wav,a sprinkler
train\031129_114\031129_114.wav,theres a sprinklers at yyy house
train\031129_115\031129_115.wav,but it broke
train\031129_116\031129_116.wav,yyy yyy yyy yyy yyy yyy
train\031129_117\031129_117.wav,us has popsicles
train\031129_118\031129_118.wav,sprinklers
train\031129_119\031129_119.wav,me has me has two
train\031129_12\031129_12.wav,does witches have cats
train\031129_120\031129_120.wav,sun
train\031129_121\031129_121.wav,sun
train\031129_122\031129_122.wav,sit
train\031129_123\031129_123.wav,a box
train\031129_124\031129_124.wav,stickers
train\031129_125\031129_125.wav,me yyy remember
train\031129_126\031129_126.wav,a lion
train\031129_127\031129_127.wav,yyy two lions
train\031129_128\031129_128.wav,sitting
train\031129_129\031129_129.wav,standing
train\031129_13\031129_13.wav,i want a cat
train\031129_130\031129_130.wav,lying down
train\031129_131\031129_131.wav,yyy
train\031129_132\031129_132.wav,a squirrel
train\031129_133\031129_133.wav,popcorn popcorn
train\031129_134\031129_134.wav,a nut
train\031129_135\031129_135.wav,two squirrels
train\031129_136\031129_136.wav,is there more squirrels
train\031129_137\031129_137.wav,yyy is more
train\031129_138\031129_138.wav,theres another
train\031129_139\031129_139.wav,i yyy yyy there is a more squirrels
train\031129_14\031129_14.wav,the cat want a rat
train\031129_140\031129_140.wav,i want a nut
train\031129_141\031129_141.wav,i want a nut
train\031129_142\031129_142.wav,i want
train\031129_143\031129_143.wav,yyy the seals
train\031129_144\031129_144.wav,seals
train\031129_145\031129_145.wav,is that a seal
train\031129_146\031129_146.wav,seal seal
train\031129_147\031129_147.wav,seal
train\031129_148\031129_148.wav,he swimming
train\031129_149\031129_149.wav,is one two three four
train\031129_15\031129_15.wav,cheese
train\031129_150\031129_150.wav,but me have a match
train\031129_151\031129_151.wav,polar bear
train\031129_152\031129_152.wav,polar bear
train\031129_153\031129_153.wav,yyy polar bear
train\031129_154\031129_154.wav,want a fish
train\031129_155\031129_155.wav,fish
train\031129_156\031129_156.wav,green
train\031129_157\031129_157.wav,want a fish
train\031129_158\031129_158.wav,because
train\031129_159\031129_159.wav,yyy eating popcorn
train\031129_16\031129_16.wav,i want cheese
train\031129_160\031129_160.wav,yeah and eating a popcorn
train\031129_161\031129_161.wav,birds
